recipe_urls,recipe_name,ingredients,ingredients_parsed
https://www.allrecipes.com/recipe/223315/lasagna-muffins/,Lasagna Muffins,"[""1 cup grated Asiago cheese"",""1 cup shredded mozzarella cheese"",""1/2 (16 ounce) package wonton wrappers"",""2 cups prepared pasta sauce"",""cooking spray""]",asiago cheese cheese mozzarella pasta wonton wrapper
https://www.allrecipes.com/recipe/13970/dulcia-domestica/,Dulcia Domestica,"[""1/4 cup chopped, toasted pine nuts"",""1/4 cup honey"",""1/8 teaspoon ground black pepper (optional)"",""12 pitted dates"",""3 tablespoons red wine""]",chopped date wine
https://www.allrecipes.com/recipe/215600/mama-chiarellos-stuffed-eggplant/,Mama Chiarello's Stuffed Eggplant,"[""1 1/4 cups grated Pecorino Romano cheese"",""1 large eggplant"",""1 onion, diced small"",""1 red bell pepper, diced small"",""1 whole egg"",""1/2 cup Progresso(R) plain Panko crispy bread crumbs"",""1/2 cup chopped fresh basil leaves"",""1/2 cup chopped fresh parsley"",""1/2 pound ground beef"",""1/2 teaspoon grey sea salt"",""1/4 teaspoon black pepper"",""2 small tomatoes, chopped"",""3 cloves garlic, finely chopped"",""3 tablespoons extra-virgin olive oil""]",basil beef bread cheese chopped chopped chopped chopped crispy egg eggplant extravirgin garlic grey onion panko progressor tomato
https://www.allrecipes.com/recipe/267257/patate-prezzemolate-vegan-italian-potato-salad/,Patate Prezzemolate (Vegan Italian Potato Salad),"[""1 tablespoon rock salt"",""1 tablespoon white wine vinegar"",""1 teaspoon red pepper flakes (optional)"",""1/2 cup very finely chopped flat-leaf parsley"",""2 cloves garlic, peeled and slightly crushed"",""2 green onions (white part only), chopped"",""25 ounces Yukon Gold potatoes"",""4 tablespoons extra-virgin olive oil, divided"",""salt and freshly ground black pepper to taste""]",chopped chopped extravirgin flatleaf garlic gold onion only potato rock slightly very wine yukon
https://www.allrecipes.com/recipe/218129/creamy-italian-slow-cooker-chicken/,Creamy Italian Slow Cooker Chicken,"[""1 (10.75 ounce) can condensed cream of chicken soup"",""1 (4 ounce) package cream cheese, cubed"",""1 1/2 (.7 ounce) packages dry Italian-style salad dressing mix"",""1/2 cup dry sherry"",""2 tablespoons butter, melted"",""4 skinless, boneless chicken breast halves""]",breast butter cheese chicken chicken cream cream italianstyle salad soup
https://www.allrecipes.com/recipe/233309/aglio-e-olio-alla-fremont/,Aglio e Olio alla Fremont,"[""1 teaspoon anchovy paste"",""1/2 cup hazelnuts"",""1/2 pound spaghetti"",""1/3 cup extra-virgin olive oil, or as needed"",""1/4 cup Marsala wine"",""1/4 cup sun-dried tomatoes packed in oil, sliced"",""2 jarred pepperoncini peppers, sliced"",""3 cloves garlic, chopped"",""8 large Kalamata olives (optional)""]",chopped extravirgin garlic hazelnut jarred kalamata marsala paste pepperoncini spaghetti sundried tomato wine
https://www.allrecipes.com/recipe/14965/baked-fettuccine-lasagna/,Baked Fettuccine Lasagna,"[""1 (10.75 ounce) can condensed cream of mushroom soup"",""1 (29 ounce) can diced tomatoes"",""1 (4 ounce) can sliced mushrooms"",""1 cup chopped onion"",""1 cup red bell pepper, chopped"",""1 cup shredded Cheddar cheese"",""1 cup shredded mozzarella cheese"",""1 pound lean ground beef (optional)"",""1 tablespoon butter"",""1/4 cup beef broth"",""1/4 cup grated Parmesan cheese"",""12 ounces dry fettuccine pasta"",""2 teaspoons dried oregano"",""3 tablespoons chopped black olives""]",beef beef broth butter cheddar cheese cheese cheese chopped chopped chopped cream fettuccine mozzarella mushroom mushroom onion parmesan pasta soup tomato
https://www.allrecipes.com/recipe/25243/baked-tomatoes-oregano/,Baked Tomatoes Oregano,"[""1 clove garlic, minced"",""1 tablespoon olive oil"",""1/2 cup fresh bread crumbs"",""1/2 teaspoon dried oregano"",""1/8 cup grated Romano cheese"",""2 sprigs fresh parsley, chopped"",""4 large ripe tomatoes, sliced 1/4 inch thick"",""salt and pepper to taste""]",bread cheese chopped garlic minced tomato
https://www.allrecipes.com/recipe/263030/avocado-tomato-vegan-socca-farinata/,Avocado Tomato Vegan Socca (Farinata),"[""1 avocado, peeled and sliced"",""1 teaspoon garlic powder"",""1 teaspoon onion powder"",""1 tomato, sliced"",""1/2 teaspoon Italian seasoning"",""1/2 teaspoon salt"",""1/4 cup pitted black olives"",""1/4 teaspoon ground black pepper"",""2 3/4 cups chickpea flour"",""2 3/4 cups lukewarm water"",""3 tablespoons olive oil, divided"",""Socca:"",""Toppings:""]",avocado chickpea flour garlic lukewarm onion socca tomato topping
https://www.allrecipes.com/recipe/19316/family-sicilian-sauce-and-meatballs/,Family Sicilian Sauce and Meatballs,"[""1 1/2 pounds cubed beef brisket"",""1 1/2 pounds ground beef"",""1 pinch dried parsley"",""1 teaspoon dried basil"",""1/2 cup grated Romano cheese"",""1/2 cup red wine"",""1/2 pound pork neck bones"",""1/4 cup milk or water"",""1/4 teaspoon dried parsley"",""1/4 teaspoon ground black pepper"",""1/4 teaspoon ground cinnamon"",""12 (3.5 ounce) links sweet Italian sausage"",""2 eggs"",""3 (16 ounce) packages dry pasta"",""3 (28 ounce) cans crushed tomatoes"",""3 slices white bread, torn into pieces"",""3 tablespoons olive oil"",""3/4 teaspoon salt, or to taste"",""4 (6 ounce) cans tomato paste"",""4 bay leaves"",""4 onion, chopped"",""6 cloves garlic, chopped"",""Meatballs:"",""Sauce:"",""salt and pepper to taste""]",basil bay beef beef bread brisket cheese chopped chopped egg garlic meatball milk neck onion pasta paste pork sausage tomato tomato wine
https://www.allrecipes.com/recipe/15394/pasta-chicken-and-sun-dried-tomatoes/,Pasta Chicken and Sun-Dried Tomatoes,"[""1 (8 ounce) package tri-colored farfalle (bow tie) pasta"",""1 summer squash, steamed and chopped"",""1 zucchini, steamed and cut into chunks"",""1/2 cup sun-dried tomatoes"",""1/4 cup olive oil"",""4 skinless, boneless chicken breast halves""]",bow breast chicken chopped farfalle pasta squash steamed steamed summer sundried tie tomato tricolored zucchini
https://www.allrecipes.com/recipe/150221/panna-cotta-with-fresh-strawberry-sauce/,Panna Cotta With Fresh Strawberry Sauce,"[""1 (.25 ounce) envelope unflavored gelatin"",""1 1/2 cups milk"",""1 1/2 cups whipping cream"",""1 quart fresh strawberries, quartered"",""1/4 cup water"",""1/4 cup white sugar"",""2 teaspoons vanilla extract""]",cream envelope gelatin milk strawberry sugar unflavored
https://www.allrecipes.com/recipe/266025/caprese-shrimp-salad/,Caprese Shrimp Salad,"[""1 1/2 tablespoons extra-virgin olive oil, divided, or to taste"",""1 carrot, chopped"",""1 celery stalk, chopped"",""1 onion, chopped"",""1 pinch oregano"",""1 slice stale bread"",""1 teaspoon peppercorns"",""1 teaspoon white sugar"",""1/2 (8 ounce) ball fresh buffalo mozzarella"",""12 cherry tomatoes, halved and seeded"",""2 tablespoons sliced black olives"",""8 fresh basil leaves, or to taste"",""8 large shrimp, peeled and deveined"",""salt and ground black pepper to taste""]",ball basil bread buffalo carrot celery chopped chopped chopped extravirgin mozzarella onion shrimp stale sugar tomato
https://www.allrecipes.com/recipe/261791/peposa-dellimpruneta-tuscan-black-pepper-beef/,Peposa Dell'Impruneta (Tuscan Black Pepper Beef),"[""1 tablespoon freshly ground black pepper"",""1 tablespoon kosher salt"",""1 tablespoon tomato paste"",""2 bay leaves"",""2 cups red wine, preferably Chianti"",""2 tablespoons whole black peppercorns, freshly crushed"",""3 sage leaves"",""3 small sprigs fresh rosemary"",""6 beef short ribs (8 to 10 oz. each)"",""8 cloves garlic, peeled and crushed"",""salt to taste, to adjust sauce""]",adjust bay beef chianti each garlic paste preferably rib short tomato wine
https://www.allrecipes.com/recipe/94754/pasta-con-sarde-pasta-with-sardines/,Pasta Con Sarde (Pasta with Sardines),"[""1 (16 ounce) package spaghetti"",""1 cup seasoned bread crumbs"",""1 teaspoon ground black pepper"",""1/3 cup freshly grated Parmesan cheese"",""1/4 cup chopped fresh parsley"",""2 (4 ounce) cans sardines packed in olive oil, drained"",""3/4 cup olive oil, divided"",""6 cloves garlic, minced"",""additional Parmesan cheese for serving (optional)""]",additional bread cheese cheese chopped garlic minced parmesan parmesan sardine serving spaghetti
https://www.allrecipes.com/recipe/13991/pasta-shells-florentine/,Pasta Shells Florentine,"[""1 (10 ounce) package frozen chopped spinach, thawed and drained"",""1 (16 ounce) jar spaghetti sauce"",""1 cup low-fat cottage cheese"",""1 egg white"",""1 tablespoon grated Parmesan cheese"",""1/4 teaspoon ground nutmeg"",""16 jumbo pasta shells"",""2 tablespoons Italian seasoning"",""6 ounces low fat mozzarella cheese, shredded""]",cheese cheese cheese chopped egg jumbo lowfat mozzarella parmesan pasta spaghetti spinach
https://www.allrecipes.com/recipe/258029/sinful-chocolate-biscotti/,Sinful Chocolate Biscotti,"[""1 cup mini chocolate chips"",""1 cup white sugar"",""1 tablespoon baking powder"",""1 tablespoon instant espresso powder (optional)"",""1 tablespoon vanilla extract"",""1/2 cup vegetable oil"",""1/2 teaspoon salt"",""2 1/2 cups all-purpose flour"",""3 eggs"",""3/4 cup unsweetened cocoa powder""]",allpurpose chip chocolate egg espresso flour instant mini sugar vegetable
https://www.allrecipes.com/recipe/46733/spicy-chicken-spaghetti-ii/,Spicy Chicken Spaghetti II,"[""1 (16 ounce) package uncooked spaghetti"",""1 cup Worcestershire sauce"",""1 cup chopped green bell pepper"",""1 cup chopped onion"",""1 cup ketchup"",""1 cup tomato sauce"",""1 teaspoon chili powder"",""1 whole cooked chicken, deboned and chopped"",""1/2 cup brown sugar""]",chicken chopped chopped chopped deboned onion spaghetti sugar tomato
https://www.allrecipes.com/recipe/23728/mozzarella-chicken-marsala/,Mozzarella Chicken Marsala,"[""1 (14 ounce) can chicken broth"",""1 (16 ounce) package shredded mozzarella cheese"",""1 cup Marsala wine"",""1 cup all-purpose flour"",""1 cup sliced fresh mushrooms"",""1 tablespoon Creole-style seasoning"",""1/2 cup freshly grated Parmesan cheese"",""3 large onions, thinly sliced"",""6 skinless, boneless chicken breast halves"",""oil for frying""]",allpurpose breast broth cheese cheese chicken chicken creolestyle flour marsala mozzarella mushroom onion parmesan wine
https://www.allrecipes.com/recipe/180502/orcchiette-pasta-with-broccoli-rabe-and-sausage/,Orcchiette Pasta with Broccoli Rabe and Sausage,"[""1 (16 ounce) package orecchiette pasta"",""1 (4 ounce) can sliced black olives"",""1 teaspoon salt"",""1/2 teaspoon garlic powder"",""1/2 teaspoon onion salt"",""1/4 cup extra-virgin olive oil"",""2 bunches broccoli rabe, trimmed and chopped"",""2 cloves garlic, minced"",""6 (4 ounce) links hot Italian sausage"",""ground black pepper""]",broccoli chopped extravirgin garlic garlic minced onion orecchiette pasta rabe sausage
https://www.allrecipes.com/recipe/72797/creamy-mushroom-pasta/,Creamy Mushroom Pasta,"[""1 (12 ounce) package dry fettuccine noodles"",""1 cup chicken stock"",""1 tablespoon Italian seasoning"",""1 tablespoon butter"",""1 tablespoon cornstarch"",""1 tablespoon minced garlic"",""1 tablespoon olive oil"",""1 teaspoon salt"",""1/2 cup sour cream"",""1/2 cup white wine"",""1/4 cup grated Parmesan cheese for topping"",""4 fresh mushrooms, sliced""]",butter cheese chicken cream fettuccine garlic minced mushroom noodle parmesan stock topping wine
https://www.allrecipes.com/recipe/213134/lobster-ravioli-in-tomato-cream-sauce-with-shrimp/,Lobster Ravioli in Tomato Cream Sauce with Shrimp,"[""1 cup canned petite diced tomatoes"",""1 cup white wine"",""1 lemon, halved"",""1 shallot, minced"",""1 tablespoon chopped fresh flat-leaf parsley"",""1 tablespoon dried basil"",""1 tablespoon dried oregano"",""1 tablespoon dried thyme"",""1 tablespoon unsalted butter"",""1 teaspoon kosher salt"",""1 teaspoon lemon zest"",""1 yellow onion, quartered"",""1/2 cup chopped fresh flat-leaf parsley"",""1/2 cup heavy cream"",""1/2 pound unpeeled large shrimp"",""1/4 teaspoon freshly ground black pepper"",""16 lobster ravioli"",""2 cloves garlic, minced"",""2 stalks celery with leaves, cut into pieces"",""2 tablespoons whole black peppercorns"",""2 teaspoons lemon zest"",""3 cups water"",""For Garnish:"",""For the Sauce:"",""For the Shrimp Stock:"",""salt and freshly ground black pepper to taste""]",basil butter celery chopped chopped cream flatleaf flatleaf garlic lemon lemon lemon lobster minced minced onion petite ravioli shallot shrimp shrimp stock tomato unpeeled wine
https://www.allrecipes.com/recipe/235944/creamy-pesto-sauce/,Creamy Pesto Sauce,"[""1 bunch fresh basil leaves"",""1 cup Parmesan cheese"",""1 large clove garlic, minced"",""1 tablespoon butter"",""1/4 cup olive oil"",""2 ounces cream cheese""]",basil butter cheese cheese cream garlic minced parmesan
https://www.allrecipes.com/recipe/170200/rudys-garlic-scape-pesto/,Rudy's Garlic Scape Pesto,"[""1 tablespoon fresh lemon juice"",""1/2 cup freshly grated Asiago cheese"",""1/2 cup freshly grated Parmesan cheese"",""1/4 cup pine nuts"",""3/4 cup extra-virgin olive oil"",""6 garlic scapes, chopped"",""salt and pepper to taste""]",asiago cheese cheese chopped extravirgin garlic lemon parmesan scape
https://www.allrecipes.com/recipe/35837/butterscotch-biscotti/,Butterscotch Biscotti,"[""1 cup butterscotch chips"",""1 cup packed brown sugar"",""1 cup whole almonds"",""1/2 cup butter"",""1/2 tablespoon baking powder"",""1/4 teaspoon salt"",""2 1/2 cups all-purpose flour"",""2 teaspoons vanilla"",""4 eggs"",""5 tablespoons bourbon whiskey""]",allpurpose bourbon butter butterscotch chip egg flour sugar whiskey
https://www.allrecipes.com/recipe/228701/easy-weeknight-chicken-parmesan/,Easy Weeknight Chicken Parmesan,"[""1 (18 ounce) can Progresso(TM) Recipe Starters(TM) fire roasted tomato cooking sauce"",""1 cup shredded mozzarella cheese"",""1/3 cup Progresso(R) Italian style panko crispy bread crumbs"",""1/3 cup shredded Parmesan cheese"",""2 cloves garlic, finely chopped"",""4 boneless skinless chicken breasts, flattened slightly"",""8 ounces uncooked spaghetti""]",bread breast cheese cheese chicken chopped crispy fire flattened garlic mozzarella panko parmesan progressor progressotm recipe slightly spaghetti starterstm tomato
https://www.allrecipes.com/recipe/166526/orange-and-rosemary-baked-olives/,Orange and Rosemary Baked Olives,"[""1 1/2 tablespoons chopped fresh oregano"",""1/4 cup dry white wine"",""1/4 teaspoon crushed red pepper flakes"",""2 cloves garlic, minced"",""2 sprigs fresh rosemary"",""2 tablespoons fresh orange juice"",""2 tablespoons fresh parsley, chopped"",""2 tablespoons olive oil"",""3 1/2 cups whole mixed olives, drained"",""4 teaspoons grated orange zest""]",chopped chopped garlic minced orange orange wine
https://www.allrecipes.com/recipe/246334/italian-turkey-zoodles/,Italian Turkey Zoodles,"[""1 (14.5 ounce) can diced tomatoes"",""1 (3 ounce) can tomato paste"",""1 cup shredded mozzarella cheese"",""1 cup small-curd cottage cheese"",""1 pound ground turkey"",""1 tablespoon salt, or more as needed"",""1 teaspoon dried basil"",""1 teaspoon minced garlic"",""1 teaspoon olive oil"",""1/2 teaspoon Italian seasoning"",""1/2 teaspoon garlic powder"",""1/2 teaspoon garlic salt"",""1/2 teaspoon onion powder"",""1/2 teaspoon salt"",""1/4 teaspoon cayenne pepper"",""1/4 teaspoon ground black pepper"",""1/4 teaspoon red pepper flakes"",""2 tablespoons balsamic vinegar"",""2 teaspoons dried parsley"",""3 zucchini""]",basil cheese cheese garlic garlic garlic minced mozzarella onion paste smallcurd tomato tomato turkey zucchini
https://www.allrecipes.com/recipe/219502/simmered-italian-rice/,Simmered Italian Rice,"[""1 3/4 cups Swanson(R) Chicken Broth or Swanson(R) Certified Organic Chicken Broth or Swanson(R) Natural Goodness(R) Chicken Broth"",""1 cup chopped fresh spinach"",""1 teaspoon Italian seasoning, crushed"",""1/2 cup grated Parmesan cheese"",""3/4 cup uncooked long-grain white rice""]",broth broth broth certified cheese chicken chicken chicken chopped goodnessr longgrain parmesan rice spinach swansonr swansonr swansonr
https://www.allrecipes.com/recipe/189576/chicken-meatballs-and-spaghetti/,Chicken Meatballs and Spaghetti,"[""1 (16 ounce) can crushed tomatoes"",""1 (16 ounce) package whole-wheat spaghetti"",""1 (8 ounce) can diced tomatoes"",""1 cup dry bread crumbs"",""1 tablespoon dried basil"",""1/2 cup grated Parmesan cheese"",""2 1/4 cups water"",""2 eggs, lightly beaten"",""2 pounds ground chicken"",""2 tablespoons Italian seasoning"",""3 (6 ounce) cans tomato paste"",""Meatballs:"",""Sauce:"",""cooking spray"",""salt and pepper, to taste""]",basil bread cheese chicken egg meatball parmesan paste spaghetti tomato tomato tomato wholewheat
https://www.allrecipes.com/recipe/217293/lasagna-helper/,Lasagna Helper,"[""1 (10.75 ounce) can condensed tomato soup"",""1 1/2 tablespoons Italian seasoning"",""1 onion, chopped"",""1 pound ground beef"",""1 teaspoon cornstarch"",""1/2 teaspoon ground black pepper"",""2 cloves garlic, minced"",""3 beef bouillon cubes"",""4 cups water"",""7 dry lasagna noodles, broken into pieces"",""salt to taste""]",beef beef chopped garlic minced noodle onion soup tomato
https://www.allrecipes.com/recipe/237394/chicken-marsala-with-eggplant-and-pasta-casserole/,Chicken Marsala with Eggplant and Pasta Casserole,"[""1 (8 ounce) package sliced fresh mushrooms"",""1 1/2 cups elbow macaroni"",""1 onion, diced"",""1 pinch garlic powder, or more to taste"",""1 sprig fresh rosemary, leaves stripped"",""1/2 cup Marsala wine"",""1/4 cup grated Parmesan-Romano cheese, or to taste (optional)"",""1/4 cup tomato paste"",""1/4 cup water"",""2 leaves fresh sweet basil, chopped"",""2 teaspoons fresh oregano leaves"",""2 teaspoons garlic powder"",""3 eggplants, peeled and cut lengthwise into 1/4-inch thick slices"",""6 chicken thighs"",""6 tablespoons olive oil, divided"",""salt and ground black pepper to taste""]",basil cheese chicken chopped eggplant elbow garlic garlic macaroni marsala mushroom onion parmesanromano paste stripped thigh tomato wine
https://www.allrecipes.com/recipe/90348/italian-baked-chicken/,Italian Baked Chicken,"[""1 tablespoon butter"",""1 tablespoon dried parsley"",""1/2 cup all-purpose flour"",""1/4 cup flax seed meal"",""3 eggs, beaten"",""3 tablespoons grated Romano cheese"",""3/4 cup Italian seasoned bread crumbs"",""6 skinless, boneless chicken breast halves""]",allpurpose bread breast butter cheese chicken egg flax flour meal
https://www.allrecipes.com/recipe/69903/creamy-pesto-chicken/,Creamy Pesto Chicken,"[""1 (8 ounce) container reduced fat sour cream"",""1 tablespoon extra virgin olive oil"",""1/2 cup chopped fresh basil"",""1/4 cup pine nuts"",""3 1/2 tablespoons sherry"",""3 tablespoons grated Parmesan cheese"",""4 large cloves garlic, sliced"",""4 skinless, boneless chicken breast halves - cut into strips"",""ground black pepper to taste""]",basil breast cheese chicken chopped cream garlic parmesan reduced
https://www.allrecipes.com/recipe/11728/italian-lasagna/,Italian Lasagna,"[""1 (16 ounce) package lasagna noodles"",""1 1/2 teaspoons Italian seasoning"",""1 onion, chopped"",""1 teaspoon dried oregano"",""1 teaspoon fennel seed"",""1/3 cup milk"",""2 (28 ounce) cans tomato sauce"",""2 eggs"",""2 pints part-skim ricotta cheese"",""2 pounds Italian sausage"",""2 teaspoons chopped fresh parsley"",""6 cups shredded mozzarella cheese"",""8 slices provolone cheese"",""9 thick slices bacon, diced""]",bacon cheese cheese cheese chopped chopped egg milk mozzarella noodle onion partskim ricotta sausage tomato
https://www.allrecipes.com/recipe/259126/tuscan-fava-bean-and-orecchiette-pasta-salad/,Tuscan Fava Bean and Orecchiette Pasta Salad,"[""1 (19 ounce) can fava beans, drained"",""1 cup halved grape tomatoes"",""1 cup orecchiette pasta"",""1 teaspoon ground black pepper, or to taste"",""1 teaspoon ground dried thyme"",""1/2 cup chopped celery"",""1/4 cup chopped fresh basil"",""1/4 cup extra-virgin olive oil"",""1/4 teaspoon salt"",""2/3 cup chopped red onion"",""3 tablespoons red wine vinegar"",""4 cloves garlic, minced"",""Dressing:"",""Salad:""]",basil bean celery chopped chopped chopped extravirgin fava garlic grape minced onion orecchiette pasta salad tomato wine
https://www.allrecipes.com/recipe/223061/roasted-garlic-walnut-pesto-for-freezing/,Roasted Garlic Walnut Pesto for Freezing,"[""1 cup chopped walnuts"",""1 cup extra-virgin olive oil"",""1 tablespoon extra virgin olive oil, for drizzling"",""2 bulbs garlic"",""8 cups ice water, or as needed"",""8 cups packed fresh basil"",""salt and ground black pepper to taste""]",basil chopped drizzling extravirgin garlic ice walnut
https://www.allrecipes.com/recipe/237065/chef-johns-spaghetti-al-tonno/,Chef John's Spaghetti al Tonno ,"[""1 (12 ounce) package spaghetti"",""1 (7 ounce) can oil-packed tuna, drained"",""1 anchovy fillet"",""1 pinch cayenne pepper, or to taste"",""1 pinch red pepper flakes, or to taste"",""1 tablespoon chopped fresh flat-leaf parsley, or to taste"",""1 tablespoon extra-virgin olive oil, or to taste"",""1/2 cup dry white wine"",""1/4 cup chopped fresh flat-leaf parsley"",""1/4 cup freshly grated Parmigiano-Reggiano cheese, or to taste"",""1/4 teaspoon dried oregano"",""2 tablespoons capers"",""2 tablespoons olive oil"",""3 cloves minced garlic"",""3 cups crushed Italian (plum) tomatoes (such as San Marzano)"",""salt and ground black pepper to taste""]",cheese chopped chopped extravirgin fillet flatleaf flatleaf garlic marzano minced oilpacked parmigianoreggiano plum san spaghetti tomato tuna wine
https://www.allrecipes.com/recipe/35137/puff-pastry-pizza/,Puff Pastry Pizza,"[""1 (17.25 ounce) package frozen puff pastry sheets, thawed"",""1 clove garlic, minced"",""1 tablespoon diced onion"",""1/4 cup crumbled Gorgonzola cheese"",""2 cups shredded mozzarella cheese"",""2 tablespoons extra virgin olive oil"",""2 teaspoons dried rosemary"",""3 green onion, thinly sliced"",""6 sun-dried tomatoes, chopped""]",cheese cheese chopped garlic gorgonzola minced mozzarella onion onion pastry puff sheet sundried tomato
https://www.allrecipes.com/recipe/24731/striped-pesto-dip/,Striped Pesto Dip,"[""1 (8 ounce) package cream cheese, softened"",""1/3 cup sour cream"",""1/4 cup chopped toasted walnuts"",""2 tablespoons grated Parmesan cheese"",""6 tablespoons pesto""]",cheese cheese chopped cream cream parmesan pesto walnut
https://www.allrecipes.com/recipe/82835/melenzana-ali-olio/,Melenzana Ali Olio,"[""1 bulb garlic cloves, peeled and chopped"",""1 teaspoon red pepper flakes"",""1/2 cup coarse salt"",""1/2 teaspoon sea salt"",""2 cups extra-virgin olive oil"",""2 tablespoons chopped fresh oregano"",""2 tablespoons white vinegar"",""4 medium eggplants""]",chopped chopped coarse eggplant extravirgin garlic
https://www.allrecipes.com/recipe/213014/italian-chocolate-salami/,Italian Chocolate Salami ,"[""1 (1 pound) package sweetened chestnut puree"",""1/2 cup chopped almonds"",""1/2 cup chopped walnuts"",""1/2 cup melted butter"",""1/2 cup unsweetened cocoa powder (such as Hershey's(R))"",""1/2 cup white sugar""]",butter chopped chopped hersheysr puree sugar sweetened walnut
https://www.allrecipes.com/recipe/263497/chicken-and-shrimp-carbonara/,Chicken and Shrimp Carbonara ,"[""1 (16 ounce) package linguine pasta"",""1 1/2 cups grated Parmesan cheese"",""1 1/2 cups heavy whipping cream"",""1 onion, diced"",""1 pound boneless, skinless chicken breast halves, cut into bite-sized pieces"",""1 pound large shrimp, peeled and deveined"",""1/4 cup Sauvignon Blanc wine"",""2 tablespoons Italian seasoning"",""3 tablespoons minced garlic, divided"",""4 egg yolks"",""4 tablespoons olive oil, divided"",""8 slices smoked bacon, diced"",""salt and ground black pepper to taste""]",bacon bitesized blanc breast cheese chicken cream egg garlic linguine minced onion parmesan pasta sauvignon shrimp wine yolk
https://www.allrecipes.com/recipe/7038/panettone-ii/,Panettone II,"[""1 1/2 teaspoons salt"",""1 1/2 teaspoons vanilla extract"",""1/2 cup chopped dried mixed fruit"",""1/4 cup butter"",""2 eggs"",""2 tablespoons dry milk powder"",""2 tablespoons white sugar"",""2 teaspoons bread machine yeast"",""3 1/4 cups bread flour"",""3/4 cup warm water""]",bread bread butter chopped egg flour fruit machine milk sugar yeast
https://www.allrecipes.com/recipe/188824/cheesy-sausage-pasta/,Cheesy Sausage Pasta,"[""1 (14.5 ounce) can stewed tomatoes"",""1 (16 ounce) package uncooked pasta shells"",""1 cup grated Parmesan cheese"",""1 cup heavy cream"",""1 orange bell pepper, thinly sliced"",""1 pound bulk Italian sausage"",""1 tablespoon chopped fresh parsley"",""1 tablespoon vegetable oil"",""1 teaspoon minced garlic"",""1/2 tablespoon finely minced onion""]",cheese chopped cream garlic minced minced onion orange parmesan pasta sausage stewed tomato vegetable
https://www.allrecipes.com/recipe/6981/zeppoli/,Zeppoli,"[""1 (.25 ounce) package active dry yeast"",""1 1/2 cups all-purpose flour"",""1 cup warm water (110 degrees F/45 degrees C)"",""1 quart vegetable oil for frying"",""2 tablespoons confectioners' sugar""]",allpurpose confectioner flour sugar vegetable yeast
https://www.allrecipes.com/recipe/34449/italian-seasoning-ii/,Italian Seasoning II,"[""1 tablespoon dried rosemary"",""1 tablespoon dried sage"",""2 tablespoons dried basil"",""2 tablespoons dried marjoram"",""2 tablespoons dried oregano"",""2 tablespoons dried thyme""]",basil marjoram
https://www.allrecipes.com/recipe/141099/duck-and-fontina-pizza-with-rosemary-and-caramelized-onions/,Duck and Fontina Pizza With Rosemary and Caramelized Onions,"[""1 (10 ounce) package pre-baked pizza crust"",""1 (8 ounce) tub spreadable goat cheese"",""1 large skin-on, boneless duck breast half"",""1 small yellow onion, sliced"",""1 tablespoon dried rosemary"",""1 tablespoon olive oil"",""10 ounces fontina cheese, shredded"",""2 tablespoons honey"",""salt and pepper to taste""]",breast cheese cheese duck fontina goat onion pizza prebaked skinon spreadable tub
https://www.allrecipes.com/recipe/25355/italian-style-brunch-cakes/,Italian Style Brunch Cakes,"[""1/2 cup diced red bell pepper"",""1/2 cup diced tomatoes"",""1/2 cup milk"",""1/2 cup nonfat sour cream"",""1/4 cup diced green bell pepper"",""1/4 cup diced green onion"",""1/4 cup pizza sauce"",""1/4 cup sliced pepperoni sausage"",""2 cups biscuit baking mix"",""2 eggs, beaten"",""2 teaspoons Italian-style seasoning"",""2/3 cup shredded Monterey Jack cheese""]",biscuit cheese cream egg italianstyle jack milk monterey nonfat onion pepperoni pizza sausage tomato
https://www.allrecipes.com/recipe/11711/italian-pasta-salad/,Italian Pasta Salad,"[""1 cup Italian-style salad dressing"",""1/2 cup diced Cheddar cheese"",""1/3 cup pitted black olives (optional)"",""2 1/2 cups frozen mixed vegetables"",""8 ounces rotini pasta""]",cheddar cheese italianstyle pasta rotini salad vegetable
https://www.allrecipes.com/recipe/38729/italian-beef-in-a-bucket/,Italian Beef in a Bucket,"[""1 (.7 ounce) package dry Italian-style salad dressing mix"",""1 (10.5 ounce) can beef broth"",""1 (12 ounce) jar pickled mixed vegetables"",""1 (16 ounce) jar pepperoncini"",""3 1/2 pounds rump roast""]",beef broth italianstyle pepperoncini pickled rump salad vegetable
https://www.allrecipes.com/recipe/255516/pork-and-shiitake-mushroom-ragu/,Pork and Shiitake Mushroom Ragu,"[""1 (28 ounce) can petite diced tomatoes"",""1 (6 ounce) can tomato paste, or more to taste"",""1 cup low-sodium chicken broth"",""1 tablespoon Italian seasoning"",""2 bay leaves"",""2 tablespoons olive oil"",""3 pounds boneless pork shoulder (Boston Butt) roast, cut into chunks"",""4 cloves garlic, minced, or more to taste"",""8 ounces shiitake mushrooms, sliced"",""kosher salt and freshly ground pepper to taste""]",bay boston broth butt chicken garlic lowsodium minced mushroom paste petite pork shiitake tomato tomato
